date,actual,predicted,residual,abs_error,squared_error,model_family,spec,dataset,vix_lag1,sentiment_extreme_lag1,vix_regime,sentiment_regime
2024-09-03,-0.0319698315474554,0.0007351787873589765,-0.03270501033481438,0.03270501033481438,0.0010696177010003152,random_forest,sentiment_std_only,test,15.0,0.3953488372093023,normal_vix,normal_extreme_sentiment
2024-09-04,-0.0019714739823035,0.001287321769941139,-0.003258795752244639,0.003258795752244639,1.0619749754847704e-05,random_forest,sentiment_std_only,test,20.72,0.3809523809523809,normal_vix,normal_extreme_sentiment
2024-09-05,0.0004718245403883,-0.0014203085067191687,0.0018921330471074688,0.0018921330471074688,3.5801674679561946e-06,random_forest,sentiment_std_only,test,21.32,0.3214285714285714,normal_vix,normal_extreme_sentiment
2024-09-06,-0.0272572255077768,0.0018797031039049813,-0.02913692861168178,0.02913692861168178,0.0008489606089222404,random_forest,sentiment_std_only,test,19.9,0.3658536585365853,normal_vix,normal_extreme_sentiment
2024-09-09,0.0129157811742926,0.0018685823520126887,0.011047198822279912,0.011047198822279912,0.00012204060181898267,random_forest,sentiment_std_only,test,22.38,0.2972972972972973,normal_vix,normal_extreme_sentiment
2024-09-10,0.0089817455096165,0.0014001768599248982,0.007581568649691601,0.007581568649691601,5.748018318998653e-05,random_forest,sentiment_std_only,test,19.45,0.2857142857142857,normal_vix,normal_extreme_sentiment
2024-09-11,0.0214454403419043,0.001287321769941139,0.02015811857196316,0.02015811857196316,0.00040634974436132607,random_forest,sentiment_std_only,test,19.08,0.3333333333333333,normal_vix,normal_extreme_sentiment
2024-09-12,0.0096104075463961,0.0006255908583207232,0.008984816688075378,0.008984816688075378,8.07269309183178e-05,random_forest,sentiment_std_only,test,17.69,0.2238805970149253,normal_vix,normal_extreme_sentiment
2024-09-13,0.0047008320178738,-0.00023204785750783377,0.004932879875381634,0.004932879875381634,2.4333303864945124e-05,random_forest,sentiment_std_only,test,17.07,0.392156862745098,normal_vix,normal_extreme_sentiment
2024-09-16,-0.0047013348028247,0.00035609688735020566,-0.005057431690174905,0.005057431690174905,2.55776153007854e-05,random_forest,sentiment_std_only,test,16.56,0.3783783783783784,normal_vix,normal_extreme_sentiment
2024-09-17,0.0004807480701313,0.0014295474730442886,-0.0009487994029129886,0.0009487994029129886,9.002203069680437e-07,random_forest,sentiment_std_only,test,17.14,0.3037974683544304,normal_vix,normal_extreme_sentiment
2024-09-18,-0.0045341596730525,0.0018617706782505536,-0.006395930351303054,0.006395930351303054,4.09079250587196e-05,random_forest,sentiment_std_only,test,17.61,0.3194444444444444,normal_vix,normal_extreme_sentiment
2024-09-19,0.025283900690002,0.0021967193777779124,0.02308718131222409,0.02308718131222409,0.0005330179409435092,random_forest,sentiment_std_only,test,18.23,0.3230769230769231,normal_vix,normal_extreme_sentiment
2024-09-20,-0.0024394780361379,0.0011104126373579297,-0.00354989067349583,0.00354989067349583,1.2601723793772677e-05,random_forest,sentiment_std_only,test,16.33,0.3098591549295774,normal_vix,normal_extreme_sentiment
2024-09-23,0.0030627336995299,0.00042692243181718714,0.0026358112677127127,0.0026358112677127127,6.947501039001298e-06,random_forest,sentiment_std_only,test,16.15,0.2580645161290322,normal_vix,normal_extreme_sentiment
2024-09-24,0.0046556625576126,-0.012176604492673684,0.016832267050286284,0.016832267050286284,0.0002833252140521533,random_forest,sentiment_std_only,test,15.89,0.4558823529411764,normal_vix,high_extreme_sentiment
2024-09-25,0.0013913482085302,7.674066620133057e-05,0.0013146075423288695,0.0013146075423288695,1.7281929903479503e-06,random_forest,sentiment_std_only,test,15.39,0.3287671232876712,normal_vix,normal_extreme_sentiment
2024-09-26,0.007130800434288,0.0013038995030407352,0.0058269009312472645,0.0058269009312472645,3.3952774462570236e-05,random_forest,sentiment_std_only,test,15.41,0.2716049382716049,normal_vix,normal_extreme_sentiment
