model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
random_forest,macro_mean_std,1,252,251,2021-01-04,2021-12-30,0.008995048778600516,0.012030948413142353,-0.05980233352213715
random_forest,macro_mean_std,2,503,251,2021-12-31,2022-12-29,0.01688717406561557,0.020962038383822754,-0.05095034238020757
random_forest,macro_mean_std,3,754,251,2022-12-30,2023-12-29,0.01021463863799173,0.01279823502462467,-0.272993227918809
