model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
random_forest,macro_mean,1,252,251,2021-01-04,2021-12-30,0.009066861254888453,0.012107998210395326,-0.07342038454077304
random_forest,macro_mean,2,503,251,2021-12-31,2022-12-29,0.016904859378481227,0.020964858201941494,-0.05123310955081051
random_forest,macro_mean,3,754,251,2022-12-30,2023-12-29,0.011130745320572658,0.013869971211203523,-0.4951234396520965
