model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
random_forest,sentiment_mean_only,1,252,251,2021-01-04,2021-12-30,0.01046127171019055,0.013764001053487648,-0.3871216065520098
random_forest,sentiment_mean_only,2,503,251,2021-12-31,2022-12-29,0.01676079148617059,0.020858832452515293,-0.04062717661078774
random_forest,sentiment_mean_only,3,754,251,2022-12-30,2023-12-29,0.009609468638395941,0.012010550002406953,-0.12111902410490982
