model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
random_forest,macro_extreme,1,252,251,2021-01-04,2021-12-30,0.00910019388096862,0.012038888410331076,-0.06120165866307392
random_forest,macro_extreme,2,503,251,2021-12-31,2022-12-29,0.01698119396908069,0.02104855163940119,-0.05964308074897673
random_forest,macro_extreme,3,754,251,2022-12-30,2023-12-29,0.00975203462907003,0.0125315212064276,-0.2204880109131302
