model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,macro_only,1,252,251,2021-01-04,2021-12-30,0.009057424272734744,0.01183591309655804,-0.02571965525819153
ols,macro_only,2,503,251,2021-12-31,2022-12-29,0.016483204976691333,0.02054796934351797,-0.009840979484156298
ols,macro_only,3,754,251,2022-12-30,2023-12-29,0.00984466355135477,0.012262902627748148,-0.16872542093735765
