model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,macro_std,1,252,251,2021-01-04,2021-12-30,0.009222122739267768,0.01200036467688305,-0.054420959427956106
ols,macro_std,2,503,251,2021-12-31,2022-12-29,0.01649964115560988,0.020560748125350112,-0.011097410230381577
ols,macro_std,3,754,251,2022-12-30,2023-12-29,0.0097792656565346,0.012211103785295547,-0.15887281631902894
