model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,sentiment_extreme_only,1,252,251,2021-01-04,2021-12-30,0.00881417499003047,0.011635330298249506,0.008751427500257813
ols,sentiment_extreme_only,2,503,251,2021-12-31,2022-12-29,0.01672876305742154,0.020753962673951014,-0.030189774593861296
ols,sentiment_extreme_only,3,754,251,2022-12-30,2023-12-29,0.008984009207658522,0.011465833737501227,-0.02173250644835556
