model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,macro_extreme,1,252,251,2021-01-04,2021-12-30,0.009020736295608742,0.011782118293021223,-0.016416952094419512
ols,macro_extreme,2,503,251,2021-12-31,2022-12-29,0.017263942030693386,0.0212879525698245,-0.08388438603647841
ols,macro_extreme,3,754,251,2022-12-30,2023-12-29,0.00988813665861117,0.012299407526336176,-0.17569403299694675
