model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,sentiment_std_only,1,252,251,2021-01-04,2021-12-30,0.008807251944292263,0.011697654617179656,-0.0018962032985914146
ols,sentiment_std_only,2,503,251,2021-12-31,2022-12-29,0.016640120426412896,0.020700818142329564,-0.0249205297489683
ols,sentiment_std_only,3,754,251,2022-12-30,2023-12-29,0.008981847507954733,0.011437934126697946,-0.016766228648169568
