model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,sentiment_mean_only,1,252,251,2021-01-04,2021-12-30,0.008856259083601029,0.011718330282558552,-0.0054410467980978705
ols,sentiment_mean_only,2,503,251,2021-12-31,2022-12-29,0.01657982870321456,0.02058442724554307,-0.013427644859521193
ols,sentiment_mean_only,3,754,251,2022-12-30,2023-12-29,0.009045569227530617,0.011509038150148278,-0.029446994924056558
