model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
ols,macro_mean_extreme,1,252,251,2021-01-04,2021-12-30,0.008968593970010385,0.011723554466325817,-0.006337723971302278
ols,macro_mean_extreme,2,503,251,2021-12-31,2022-12-29,0.01701484193485789,0.020983438323518122,-0.053097247522537305
ols,macro_mean_extreme,3,754,251,2022-12-30,2023-12-29,0.010028051261996284,0.0123701788317042,-0.1892629443335272
