model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
historical_mean,historical_mean,1,252,251,2021-01-04,2021-12-30,0.008807336936744571,0.011697906093881476,-0.0019392813803558173
historical_mean,historical_mean,2,503,251,2021-12-31,2022-12-29,0.01657172715774812,0.020644013965673676,-0.019303371304418837
historical_mean,historical_mean,3,754,251,2022-12-30,2023-12-29,0.008967066155268096,0.011433258564970945,-0.015935137725891835
