term,coefficient,std_error,t_value,p_value,model_family,spec,condition_number
const,0.0006368120540135276,0.0005518006096853644,1.154061889088228,0.24874970311843117,ols,sentiment_extreme_only,1.0000000000000004
sentiment_extreme_lag1,0.00033927033561684223,0.0005518006096853647,0.6148422630600088,0.5387983519314734,ols,sentiment_extreme_only,1.0000000000000004
