term,coefficient,std_error,t_value,p_value,model_family,spec,condition_number
const,0.0006368120540135276,0.0005514965452470508,1.1546981744523142,0.24848935104064385,ols,macro_only,1.4788253600894452
dgs10_lag1,3.916865088432367e-05,0.000594247931219396,0.06591297811327614,0.9474602562706227,ols,macro_only,1.4788253600894452
vix_lag1,0.0008831563222489986,0.0005942479312193962,1.4861748368846024,0.1375474444735559,ols,macro_only,1.4788253600894452
