model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
xgboost,sentiment_mean_only,1,252,251,2021-01-04,2021-12-30,0.01256848326168887,0.01692208710652028,-1.096684065912366
xgboost,sentiment_mean_only,2,503,251,2021-12-31,2022-12-29,0.017353306697776866,0.02164820458598143,-0.12087953361801995
xgboost,sentiment_mean_only,3,754,251,2022-12-30,2023-12-29,0.01050213563116597,0.013225540553269785,-0.3594173044843765
