model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
xgboost,sentiment_std_only,1,252,251,2021-01-04,2021-12-30,0.011006320333927544,0.0148860740581134,-0.6225029412494627
xgboost,sentiment_std_only,2,503,251,2021-12-31,2022-12-29,0.017151491644996023,0.02164431520034865,-0.12047680819910389
xgboost,sentiment_std_only,3,754,251,2022-12-30,2023-12-29,0.009825220029507337,0.012536372569676628,-0.22143317578132882
