model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
xgboost,macro_std,1,252,251,2021-01-04,2021-12-30,0.01234261976016243,0.015355280190434712,-0.7263968431721375
xgboost,macro_std,2,503,251,2021-12-31,2022-12-29,0.019462407435381242,0.024287055295746558,-0.4107981952568056
xgboost,macro_std,3,754,251,2022-12-30,2023-12-29,0.011833979224916032,0.015122918728004435,-0.7774490771818954
