model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
xgboost,macro_only,1,252,251,2021-01-04,2021-12-30,0.0129921172520198,0.016812179886955693,-1.0695370160076725
xgboost,macro_only,2,503,251,2021-12-31,2022-12-29,0.01693579001269567,0.021073956863772888,-0.062202564835504015
xgboost,macro_only,3,754,251,2022-12-30,2023-12-29,0.013023934906834822,0.01634334639401455,-1.075907041543188
