model_family,spec,fold,n_train,n_val,val_start_date,val_end_date,cv_mae,cv_rmse,cv_r2
xgboost,sentiment_extreme_only,1,252,251,2021-01-04,2021-12-30,0.010755143305170533,0.014463317269741885,-0.5316550541587746
xgboost,sentiment_extreme_only,2,503,251,2021-12-31,2022-12-29,0.01857012906522956,0.02320729214508796,-0.28814309852647435
xgboost,sentiment_extreme_only,3,754,251,2022-12-30,2023-12-29,0.009814012888433768,0.01256434719670009,-0.22689045796700968
